KO	Avg	Std	Std/Avg	#species	#genes	avg-genes-per-species	std	length	%min_0.05	%min_0.1	%min_0.2	%min_0.3	%min_0.4	%min_0.5	mean_cons	med_cons	q1	q2	q3	q4	q5	q6	q7	q8	q9	GC_Max	GC_Min	GC_Mean	GC_Median	GC_Std	GC_MAD	Recall_normByKOtop20	Precision_normByKOtop20	Recall_highestGenes	Precision_highestGenes
K07675	1415.799465	224.176742	0.158339	328.000000	374.000000	1.140244	0.347770	374.000000	5.237000	4.483000	4.085000	3.828000	3.216000	2.122000	0.161000	0.016000	0.002670	0.005340	0.005340	0.010600	0.016000	0.032000	0.106000	0.419000	0.566000	0.781000	0.275000	0.597000	0.609000	0.092400	0.060000	0.919025	0.932092	0.722916	0.999573
K07676	2504.937173	521.366399	0.208136	182.000000	191.000000	1.049451	0.217405	191.000000	14.539000	14.382000	14.104000	13.979000	13.413000	12.000000	0.603000	0.680000	0.010400	0.397000	0.507000	0.607000	0.680000	0.743000	0.821000	0.890000	0.931000	0.608000	0.311000	0.493000	0.496000	0.051800	0.017700	0.958755	1.000000	0.958755	1.000000
K07677	2952.133106	257.450859	0.087208	247.000000	293.000000	1.186235	0.499728	293.000000	14.566000	12.232000	10.006000	9.532000	8.641000	7.040000	0.255000	0.075000	0.003410	0.006820	0.010200	0.027300	0.075000	0.150000	0.447000	0.597000	0.730000	0.742000	0.333000	0.566000	0.536000	0.082900	0.039100	0.947014	0.999019	0.954266	1.000000
K07678	2763.511364	169.935717	0.061493	350.000000	352.000000	1.005714	0.075485	352.000000	8.957000	8.130000	7.872000	7.696000	6.789000	5.465000	0.290000	0.051100	0.002840	0.005680	0.008520	0.022700	0.051100	0.369000	0.505000	0.636000	0.823000	0.729000	0.293000	0.521000	0.500000	0.083100	0.050200	0.969397	0.953942	0.969489	1.000000
K07679	3456.151376	389.074786	0.112575	188.000000	218.000000	1.159574	0.421436	218.000000	21.619000	19.183000	18.160000	16.720000	11.889000	7.444000	0.265000	0.188000	0.004580	0.009170	0.013700	0.041200	0.188000	0.353000	0.417000	0.500000	0.655000	0.708000	0.357000	0.526000	0.509000	0.106000	0.099500	0.955128	0.907506	0.975377	0.989154
K07684	659.226115	26.544131	0.040266	305.000000	314.000000	1.029508	0.169504	314.000000	2.254000	2.136000	2.076000	2.066000	1.958000	1.624000	0.365000	0.401000	0.003180	0.009550	0.019100	0.031800	0.401000	0.506000	0.611000	0.729000	0.901000	0.742000	0.339000	0.587000	0.577000	0.084800	0.061000	0.829221	0.900132	0.531677	0.909091
K07685	640.065306	20.115543	0.031427	245.000000	245.000000	1.000000	0.000000	245.000000	2.726000	2.669000	2.644000	2.632000	2.510000	2.081000	0.499000	0.538000	0.004080	0.012200	0.093800	0.457000	0.538000	0.636000	0.771000	0.902000	0.987000	0.643000	0.341000	0.495000	0.520000	0.064300	0.032700	0.989105	0.998587	0.991763	1.000000
K07686	606.197531	29.470290	0.048615	203.000000	243.000000	1.197044	0.398749	243.000000	2.617000	2.600000	2.510000	2.444000	2.325000	2.181000	0.474000	0.551000	0.004110	0.008230	0.024600	0.390000	0.551000	0.654000	0.753000	0.884000	0.987000	0.714000	0.351000	0.555000	0.585000	0.065400	0.032000	0.994645	0.972177	0.960561	1.000000
K07687	655.504132	20.644635	0.031494	273.000000	363.000000	1.329670	0.697500	363.000000	2.041000	1.911000	1.837000	1.779000	1.688000	1.462000	0.400000	0.454000	0.002750	0.013700	0.033000	0.159000	0.454000	0.553000	0.628000	0.732000	0.909000	0.706000	0.325000	0.533000	0.502000	0.083300	0.055800	0.972435	0.955762	0.991229	1.000000
K07688	626.409836	51.534110	0.082269	121.000000	122.000000	1.008264	0.090909	122.000000	5.754000	5.237000	5.188000	5.188000	5.122000	4.336000	0.553000	0.647000	0.008190	0.065500	0.434000	0.516000	0.647000	0.721000	0.803000	0.893000	0.975000	0.625000	0.355000	0.412000	0.402000	0.059900	0.033000	0.976476	0.978514	0.987528	0.995581
K07689	648.860000	40.343099	0.062175	290.000000	300.000000	1.034483	0.247165	300.000000	2.216000	2.200000	2.196000	2.186000	2.106000	1.870000	0.551000	0.646000	0.003330	0.013300	0.396000	0.516000	0.646000	0.750000	0.863000	0.923000	0.970000	0.721000	0.312000	0.490000	0.496000	0.054700	0.021400	0.997503	0.970915	0.997456	0.985860
K07690	623.474227	22.634099	0.036303	150.000000	194.000000	1.293333	0.629762	194.000000	3.335000	3.262000	3.242000	3.190000	3.000000	2.314000	0.510000	0.520000	0.010300	0.036000	0.402000	0.463000	0.520000	0.577000	0.695000	0.881000	0.979000	0.665000	0.294000	0.499000	0.519000	0.089400	0.081600	0.913758	0.977799	0.934596	1.000000
K07693	607.724138	20.295335	0.033396	267.000000	348.000000	1.303371	0.705582	348.000000	1.793000	1.755000	1.741000	1.727000	1.474000	1.106000	0.409000	0.428000	0.002870	0.005740	0.017200	0.356000	0.428000	0.500000	0.597000	0.787000	0.948000	0.775000	0.310000	0.595000	0.640000	0.134000	0.103000	0.956926	0.822711	0.975842	0.969650
K07699	794.341463	54.847816	0.069048	237.000000	246.000000	1.037975	0.191540	246.000000	3.646000	3.508000	3.280000	3.101000	2.585000	2.044000	0.448000	0.430000	0.008130	0.024300	0.117000	0.333000	0.430000	0.520000	0.670000	0.898000	0.975000	0.706000	0.269000	0.409000	0.405000	0.076000	0.047600	0.994100	0.927640	0.993219	0.951387
K07700	1645.287805	71.568629	0.043499	163.000000	205.000000	1.257669	0.438698	205.000000	8.629000	8.429000	8.209000	8.087000	7.629000	6.346000	0.574000	0.575000	0.034100	0.351000	0.473000	0.517000	0.575000	0.663000	0.756000	0.902000	0.995000	0.693000	0.359000	0.511000	0.500000	0.035100	0.017700	0.975528	0.995633	0.986661	1.000000
K07701	1623.695364	80.377194	0.049503	151.000000	151.000000	1.000000	0.000000	151.000000	11.000000	10.900000	10.814000	10.801000	10.741000	9.880000	0.663000	0.754000	0.019800	0.456000	0.562000	0.662000	0.754000	0.834000	0.907000	0.973000	0.993000	0.610000	0.432000	0.521000	0.505000	0.033400	0.009030	0.968165	1.000000	0.968165	1.000000
K07702	685.208145	30.695012	0.044797	168.000000	221.000000	1.315476	0.478769	221.000000	3.226000	3.203000	3.099000	3.076000	2.909000	2.434000	0.540000	0.561000	0.009040	0.072300	0.438000	0.502000	0.561000	0.660000	0.746000	0.904000	0.995000	0.679000	0.395000	0.520000	0.508000	0.039500	0.024800	0.981662	0.999361	0.997392	0.997392
K07703	718.743750	11.277655	0.015691	155.000000	160.000000	1.032258	0.177257	160.000000	4.531000	4.500000	4.500000	4.500000	4.481000	4.268000	0.783000	0.850000	0.500000	0.612000	0.700000	0.781000	0.850000	0.912000	0.975000	0.987000	1.000000	0.604000	0.439000	0.510000	0.498000	0.033200	0.004860	1.000000	1.000000	1.000000	1.000000
K07704	1715.816901	149.589940	0.087183	205.000000	213.000000	1.039024	0.194127	213.000000	8.582000	8.417000	8.347000	8.131000	6.464000	4.708000	0.408000	0.422000	0.004690	0.014000	0.042200	0.352000	0.422000	0.483000	0.577000	0.727000	0.906000	0.685000	0.299000	0.430000	0.383000	0.095100	0.030700	0.930049	0.952913	0.972663	1.000000
K07705	741.527473	27.144524	0.036606	181.000000	182.000000	1.005525	0.074329	182.000000	4.483000	4.417000	4.214000	3.978000	3.401000	2.741000	0.397000	0.406000	0.005490	0.010900	0.021900	0.269000	0.406000	0.505000	0.593000	0.741000	0.923000	0.641000	0.244000	0.374000	0.340000	0.082900	0.026900	0.917630	0.930652	0.954928	1.000000
K07706	1238.509259	198.433127	0.160219	251.000000	324.000000	1.290837	0.692153	324.000000	5.083000	4.706000	4.234000	3.570000	2.469000	1.453000	0.242000	0.160000	0.006170	0.009250	0.018500	0.037000	0.160000	0.302000	0.382000	0.462000	0.601000	0.484000	0.170000	0.322000	0.320000	0.044600	0.023700	0.919302	0.972982	0.922281	0.982715
K07707	722.412162	65.447759	0.090596	262.000000	296.000000	1.129771	0.444583	296.000000	2.675000	2.587000	2.513000	2.418000	1.986000	1.415000	0.446000	0.456000	0.013500	0.054000	0.334000	0.398000	0.456000	0.513000	0.597000	0.712000	0.871000	0.467000	0.223000	0.348000	0.348000	0.048500	0.028900	0.994468	0.946314	0.972621	0.977279
K07708	1088.188822	67.942458	0.062436	659.000000	662.000000	1.004552	0.067369	662.000000	1.957000	1.762000	1.625000	1.564000	1.345000	0.981000	0.212000	0.009060	0.001510	0.001510	0.003020	0.004530	0.009060	0.054300	0.364000	0.503000	0.697000	0.773000	0.278000	0.582000	0.590000	0.080800	0.045900	0.966389	0.989734	0.966650	1.000000
K07709	1472.018182	211.462286	0.143655	162.000000	165.000000	1.018519	0.135235	165.000000	13.418000	10.272000	8.642000	8.381000	8.224000	7.139000	0.306000	0.090900	0.006060	0.018100	0.030300	0.060600	0.090900	0.212000	0.551000	0.709000	0.836000	0.757000	0.259000	0.547000	0.545000	0.076500	0.004350	0.941466	0.967600	0.960261	1.000000
K07710	1321.362445	350.149936	0.264992	227.000000	229.000000	1.008811	0.093657	229.000000	9.131000	9.096000	8.493000	5.113000	3.432000	2.598000	0.278000	0.248000	0.004360	0.008730	0.021800	0.213000	0.248000	0.288000	0.366000	0.484000	0.641000	0.716000	0.314000	0.429000	0.417000	0.066200	0.048400	0.977109	0.999788	0.982447	1.000000
K07711	1443.309524	46.222563	0.032025	246.000000	252.000000	1.024390	0.154572	252.000000	6.341000	5.908000	5.726000	5.674000	5.388000	4.730000	0.347000	0.099200	0.003960	0.007930	0.011900	0.019800	0.099200	0.496000	0.638000	0.757000	0.861000	0.740000	0.366000	0.549000	0.537000	0.066500	0.028800	0.962646	0.997454	0.972872	1.000000
K07712	1439.014409	63.904260	0.044408	687.000000	694.000000	1.010189	0.126218	694.000000	2.402000	2.207000	2.057000	1.991000	1.783000	1.468000	0.340000	0.172000	0.001440	0.002880	0.008640	0.033100	0.172000	0.439000	0.557000	0.711000	0.945000	0.751000	0.267000	0.595000	0.594000	0.081500	0.055500	0.948595	0.927940	0.951368	0.999673
K07713	1349.439560	42.267684	0.031322	169.000000	182.000000	1.076923	0.345033	182.000000	7.857000	7.582000	7.346000	7.280000	7.153000	6.615000	0.502000	0.620000	0.005490	0.016400	0.043900	0.467000	0.620000	0.714000	0.796000	0.884000	0.978000	0.746000	0.333000	0.559000	0.564000	0.079400	0.009420	0.989696	0.954521	0.645042	1.000000
K07714	1287.816832	112.412359	0.087289	196.000000	202.000000	1.030612	0.200209	202.000000	6.995000	6.945000	6.886000	6.430000	5.643000	4.188000	0.424000	0.445000	0.004950	0.009900	0.034600	0.356000	0.445000	0.509000	0.594000	0.767000	0.970000	0.737000	0.321000	0.485000	0.456000	0.090900	0.037600	0.936915	0.943898	0.657476	1.000000
K07715	1350.402174	48.334304	0.035793	267.000000	276.000000	1.033708	0.200532	276.000000	5.101000	4.847000	4.847000	4.840000	4.702000	4.224000	0.472000	0.543000	0.003620	0.007240	0.021700	0.380000	0.543000	0.695000	0.793000	0.887000	0.981000	0.734000	0.341000	0.563000	0.553000	0.065900	0.032000	0.957796	0.988890	0.988650	1.000000
K07716	1864.209877	429.420349	0.230350	178.000000	243.000000	1.365169	0.482836	243.000000	11.094000	10.547000	9.185000	6.995000	4.683000	2.818000	0.268000	0.234000	0.004110	0.012300	0.024600	0.152000	0.234000	0.312000	0.382000	0.460000	0.613000	0.739000	0.265000	0.536000	0.615000	0.158000	0.050100	0.960342	0.969449	0.962900	0.999940
K07718	1737.853125	137.732454	0.079254	254.000000	640.000000	2.519685	3.335876	640.000000	4.770000	3.600000	2.446000	1.660000	1.010000	0.646000	0.119000	0.023400	0.001560	0.004680	0.007810	0.012500	0.023400	0.056200	0.110000	0.221000	0.375000	0.652000	0.241000	0.430000	0.427000	0.091100	0.063600	0.969226	0.828427	0.972456	0.919622
K07720	1361.660057	295.780258	0.217220	316.000000	706.000000	2.234177	3.107937	706.000000	3.468000	2.521000	1.552000	1.079000	0.684000	0.483000	0.097400	0.016900	0.002830	0.004240	0.005660	0.009910	0.016900	0.032500	0.070800	0.143000	0.311000	0.679000	0.216000	0.427000	0.406000	0.100000	0.067500	0.976495	0.854165	0.991760	0.961092
K07722	422.291866	33.902359	0.080282	540.000000	627.000000	1.161111	0.461874	627.000000	0.814000	0.743000	0.681000	0.620000	0.473000	0.304000	0.185000	0.014300	0.001590	0.001590	0.003180	0.006370	0.014300	0.038200	0.293000	0.438000	0.601000	0.754000	0.252000	0.499000	0.533000	0.105000	0.078100	0.983931	0.965005	0.984579	0.999691
K07723	279.461538	24.596648	0.088014	221.000000	221.000000	1.000000	0.000000	221.000000	1.597000	1.393000	1.276000	1.253000	1.049000	0.791000	0.345000	0.348000	0.004520	0.013500	0.036100	0.099500	0.348000	0.438000	0.533000	0.633000	0.873000	0.643000	0.244000	0.414000	0.415000	0.067500	0.038100	1.000000	0.994377	0.988422	1.000000
K07724	269.424528	28.794370	0.106874	222.000000	318.000000	1.432432	0.762487	318.000000	1.015000	0.915000	0.877000	0.849000	0.735000	0.578000	0.271000	0.034500	0.003140	0.006280	0.009430	0.012500	0.034500	0.235000	0.452000	0.613000	0.889000	0.676000	0.359000	0.512000	0.505000	0.054300	0.022800	1.000000	0.925728	0.960445	0.984091
K07725	639.272727	39.455223	0.061719	43.000000	44.000000	1.023256	0.152499	44.000000	20.068000	17.863000	15.136000	12.681000	8.931000	5.636000	0.287000	0.272000	0.022700	0.045400	0.068100	0.159000	0.272000	0.340000	0.409000	0.500000	0.613000	0.662000	0.261000	0.442000	0.436000	0.098500	0.063400	0.999763	0.978762	0.999219	1.000000
K07726	323.197772	78.199508	0.241956	497.000000	718.000000	1.444668	0.727801	718.000000	0.735000	0.544000	0.440000	0.362000	0.218000	0.129000	0.079500	0.006960	0.001390	0.002780	0.004170	0.005570	0.006960	0.012500	0.026400	0.058400	0.327000	0.741000	0.259000	0.500000	0.481000	0.097500	0.063300	0.978315	0.857761	0.950775	0.992771
K07727	226.417450	44.452814	0.196331	589.000000	745.000000	1.264856	0.554331	745.000000	0.330000	0.307000	0.291000	0.264000	0.214000	0.171000	0.081800	0.004020	0.001340	0.002680	0.002680	0.002680	0.004020	0.005360	0.008050	0.016100	0.363000	0.742000	0.225000	0.446000	0.402000	0.127000	0.068800	0.995931	0.900307	0.995405	0.990556
K07728	932.420000	85.610188	0.091815	149.000000	150.000000	1.006711	0.081923	150.000000	7.353000	6.940000	6.520000	5.746000	3.966000	2.833000	0.277000	0.266000	0.006660	0.006660	0.013300	0.046600	0.266000	0.340000	0.420000	0.526000	0.686000	0.690000	0.257000	0.465000	0.462000	0.124000	0.124000	0.975363	0.999791	0.975452	1.000000
K07729	212.827795	32.188606	0.151242	692.000000	1324.000000	1.913295	1.409497	1324.000000	0.179000	0.164000	0.154000	0.146000	0.114000	0.085300	0.085100	0.003770	7.550000e-04	0.001510	0.002260	0.002260	0.003770	0.006040	0.008300	0.020300	0.401000	0.732000	0.230000	0.412000	0.394000	0.100000	0.055100	0.999565	0.824619	0.931199	0.968665
K07731	713.299270	44.686056	0.062647	137.000000	137.000000	1.000000	0.000000	137.000000	5.715000	5.576000	5.291000	4.795000	3.678000	2.817000	0.400000	0.372000	0.007290	0.021800	0.124000	0.313000	0.372000	0.467000	0.562000	0.700000	0.919000	0.704000	0.308000	0.486000	0.473000	0.107000	0.081100	1.000000	1.000000	1.000000	1.000000
K07732	588.272727	128.886345	0.219093	154.000000	154.000000	1.000000	0.000000	154.000000	5.071000	4.733000	4.214000	3.279000	2.259000	1.616000	0.254000	0.181000	0.006490	0.006490	0.012900	0.038900	0.181000	0.292000	0.370000	0.480000	0.636000	0.710000	0.248000	0.468000	0.454000	0.132000	0.121000	0.977738	0.983308	0.978254	0.989496
K07733	231.517572	48.731137	0.210486	387.000000	626.000000	1.617571	0.901065	626.000000	0.594000	0.418000	0.311000	0.263000	0.186000	0.121000	0.067400	0.006380	0.001590	0.001590	0.001590	0.004790	0.006380	0.009580	0.017500	0.047900	0.234000	0.740000	0.286000	0.517000	0.526000	0.091300	0.079800	0.998666	0.882972	0.968303	0.967639
K07734	625.778443	55.515555	0.088714	446.000000	501.000000	1.123318	0.379880	485.000000	1.465000	1.416000	1.342000	1.228000	0.931000	0.628000	0.155000	0.006180	0.002060	0.002060	0.002060	0.004120	0.006180	0.014400	0.049400	0.385000	0.558000	0.759000	0.269000	0.556000	0.610000	0.136000	0.081600	0.984351	0.979954	0.984368	0.997938
K07735	579.106348	35.343590	0.061031	1212.000000	1213.000000	1.000825	0.028724	1213.000000	0.646000	0.523000	0.460000	0.426000	0.319000	0.224000	0.131000	0.004940	8.240000e-04	8.240000e-04	0.001640	0.002470	0.004940	0.009890	0.054400	0.306000	0.525000	0.787000	0.247000	0.538000	0.543000	0.119000	0.100000	0.997411	1.000000	0.997463	1.000000
K07736	539.101935	106.935024	0.198358	747.000000	775.000000	1.037483	0.228500	775.000000	0.905000	0.723000	0.656000	0.611000	0.490000	0.343000	0.105000	0.007740	0.001290	0.002580	0.003870	0.005160	0.007740	0.014100	0.024500	0.069600	0.464000	0.731000	0.250000	0.513000	0.553000	0.125000	0.086200	0.961266	0.981230	0.941296	1.000000
K07737	395.301220	33.549457	0.084871	543.000000	820.000000	1.510129	0.916932	820.000000	0.729000	0.568000	0.463000	0.369000	0.252000	0.152000	0.094100	0.004870	0.001210	0.002430	0.002430	0.003650	0.004870	0.008530	0.028000	0.118000	0.378000	0.781000	0.242000	0.510000	0.504000	0.151000	0.144000	0.959643	0.861615	0.918191	0.976540
K07738	469.703683	39.539075	0.084179	1815.000000	1819.000000	1.002204	0.057470	1819.000000	0.279000	0.265000	0.253000	0.238000	0.181000	0.133000	0.165000	0.004390	5.490000e-04	5.490000e-04	0.001090	0.002190	0.004390	0.009890	0.045600	0.389000	0.631000	0.761000	0.236000	0.506000	0.498000	0.115000	0.105000	0.987880	0.999501	0.985769	1.000000
K07739	1590.037736	162.554602	0.102233	158.000000	159.000000	1.006329	0.079556	160.000000	12.181000	11.306000	10.406000	9.350000	7.068000	5.318000	0.329000	0.300000	0.006250	0.012500	0.025000	0.106000	0.300000	0.375000	0.475000	0.618000	0.875000	0.678000	0.299000	0.503000	0.510000	0.104000	0.088200	0.991705	0.999653	0.991992	1.000000
K07740	483.848684	17.698524	0.036579	304.000000	304.000000	1.000000	0.000000	304.000000	1.776000	1.730000	1.648000	1.575000	1.447000	1.213000	0.486000	0.536000	0.003280	0.052600	0.338000	0.460000	0.536000	0.588000	0.684000	0.779000	0.950000	0.633000	0.362000	0.497000	0.492000	0.056200	0.033500	1.000000	1.000000	1.000000	1.000000
K07741	705.207921	117.490707	0.166604	91.000000	101.000000	1.109890	0.348028	101.000000	10.257000	8.623000	7.504000	6.752000	5.227000	3.811000	0.256000	0.108000	0.009900	0.019800	0.029700	0.059400	0.108000	0.297000	0.415000	0.534000	0.663000	0.597000	0.269000	0.394000	0.381000	0.064700	0.032400	0.991605	0.834798	0.797233	0.974454
K07742	355.086548	148.518605	0.418260	1061.000000	1063.000000	1.001885	0.043396	1063.000000	0.692000	0.443000	0.282000	0.222000	0.153000	0.104000	0.062900	0.003760	9.400000e-04	9.400000e-04	0.001880	0.001880	0.003760	0.006580	0.015900	0.067700	0.183000	0.779000	0.196000	0.483000	0.453000	0.140000	0.119000	0.976561	1.000000	0.975276	1.000000
K07743	305.526316	31.173284	0.102031	113.000000	114.000000	1.008850	0.094072	114.000000	3.307000	2.982000	2.780000	2.491000	1.798000	1.298000	0.288000	0.236000	0.008770	0.017500	0.026300	0.052600	0.236000	0.350000	0.429000	0.552000	0.728000	0.747000	0.273000	0.510000	0.512000	0.125000	0.106000	0.965695	0.998659	0.965695	1.000000
K07744	813.078261	148.595775	0.182757	114.000000	115.000000	1.008772	0.093659	115.000000	8.295000	8.060000	7.878000	6.965000	5.182000	3.669000	0.465000	0.426000	0.060800	0.278000	0.330000	0.382000	0.426000	0.504000	0.600000	0.704000	0.843000	0.649000	0.287000	0.459000	0.447000	0.110000	0.104000	0.992853	0.917101	0.998878	1.000000
K07745	566.700000	151.435873	0.267224	59.000000	60.000000	1.016949	0.130189	60.000000	17.300000	13.933000	9.933000	8.266000	6.433000	4.816000	0.307000	0.166000	0.033300	0.050000	0.083300	0.116000	0.166000	0.300000	0.416000	0.550000	0.816000	0.657000	0.302000	0.467000	0.473000	0.089000	0.077500	0.775665	0.992687	0.772724	1.000000
K07746	259.948956	28.286445	0.108815	310.000000	431.000000	1.390323	0.850986	431.000000	0.809000	0.677000	0.596000	0.524000	0.368000	0.252000	0.163000	0.025500	0.002320	0.004640	0.009280	0.016200	0.025500	0.048700	0.171000	0.364000	0.538000	0.713000	0.274000	0.532000	0.547000	0.103000	0.082900	0.913544	0.868430	0.851102	0.948940
K07749	1232.479915	87.616727	0.071090	287.000000	473.000000	1.648084	1.900917	473.000000	2.871000	2.742000	2.697000	2.600000	2.224000	1.657000	0.185000	0.008450	0.002110	0.002110	0.004220	0.004220	0.008450	0.014700	0.253000	0.482000	0.646000	0.799000	0.318000	0.624000	0.657000	0.091600	0.038200	0.992258	0.646217	0.801111	0.980281
K07751	1288.232323	40.191727	0.031199	291.000000	297.000000	1.020619	0.142348	297.000000	4.474000	4.397000	4.350000	4.323000	4.148000	3.680000	0.658000	0.696000	0.077400	0.451000	0.535000	0.619000	0.696000	0.784000	0.872000	0.976000	0.996000	0.684000	0.380000	0.540000	0.561000	0.062400	0.032900	0.978322	1.000000	0.978341	1.000000
K07757	811.642336	22.913757	0.028231	133.000000	137.000000	1.030075	0.171440	137.000000	5.956000	5.956000	5.956000	5.956000	5.948000	5.883000	0.712000	0.897000	0.007290	0.525000	0.649000	0.788000	0.897000	0.941000	0.963000	0.978000	0.992000	0.582000	0.367000	0.486000	0.469000	0.036700	0.006120	1.000000	1.000000	0.980168	1.000000
K07768	1236.731707	65.468369	0.052937	246.000000	246.000000	1.000000	0.000000	246.000000	6.292000	5.609000	5.146000	4.800000	4.239000	3.288000	0.320000	0.191000	0.008130	0.012100	0.020300	0.056900	0.191000	0.410000	0.516000	0.626000	0.853000	0.766000	0.519000	0.654000	0.656000	0.061600	0.048700	0.965043	0.987091	0.965807	1.000000
K07771	663.572864	46.381199	0.069896	196.000000	199.000000	1.015306	0.123082	199.000000	3.391000	3.391000	3.391000	3.371000	3.276000	3.040000	0.600000	0.668000	0.005020	0.020100	0.512000	0.582000	0.668000	0.763000	0.884000	0.969000	0.984000	0.705000	0.375000	0.549000	0.538000	0.050900	0.007470	0.923789	1.000000	0.603306	1.000000
K07772	704.481481	15.724421	0.022321	161.000000	162.000000	1.006211	0.078811	162.000000	4.771000	4.487000	4.339000	4.271000	4.265000	3.950000	0.630000	0.679000	0.037000	0.401000	0.543000	0.617000	0.679000	0.759000	0.870000	0.969000	1.000000	0.686000	0.384000	0.529000	0.526000	0.057500	0.030400	0.993100	0.998309	0.994048	1.000000
K07773	716.450847	12.539060	0.017502	295.000000	295.000000	1.000000	0.000000	295.000000	2.444000	2.430000	2.430000	2.430000	2.396000	2.291000	0.614000	0.749000	0.003380	0.003380	0.491000	0.633000	0.749000	0.871000	0.972000	0.993000	1.000000	0.609000	0.347000	0.486000	0.509000	0.050900	0.025100	0.997149	0.998495	0.997149	1.000000
K07774	683.163934	29.625281	0.043365	252.000000	305.000000	1.210317	0.471723	305.000000	2.360000	2.288000	2.222000	2.190000	2.059000	1.721000	0.405000	0.442000	0.003270	0.009830	0.026200	0.111000	0.442000	0.544000	0.636000	0.773000	0.954000	0.750000	0.403000	0.637000	0.653000	0.066400	0.038800	0.944965	0.943352	0.958576	0.990210
K07775	719.647059	14.304326	0.019877	203.000000	204.000000	1.004926	0.070186	204.000000	3.681000	3.612000	3.568000	3.495000	3.191000	2.808000	0.591000	0.632000	0.009800	0.215000	0.416000	0.529000	0.632000	0.754000	0.887000	0.980000	1.000000	0.684000	0.336000	0.419000	0.403000	0.069900	0.045600	0.963503	0.981214	0.963981	1.000000
K07776	690.741176	19.854680	0.028744	255.000000	255.000000	1.000000	0.000000	255.000000	2.890000	2.749000	2.690000	2.674000	2.619000	2.333000	0.575000	0.650000	0.011700	0.039200	0.431000	0.537000	0.650000	0.768000	0.909000	0.980000	0.996000	0.720000	0.365000	0.632000	0.643000	0.059100	0.041900	0.984298	0.970545	0.983425	1.000000
K07778	1133.797386	92.313167	0.081419	375.000000	459.000000	1.224000	0.550119	459.000000	3.701000	3.065000	2.481000	1.849000	1.148000	0.694000	0.148000	0.023900	0.002170	0.004350	0.006530	0.013000	0.023900	0.067500	0.180000	0.318000	0.455000	0.785000	0.264000	0.524000	0.471000	0.163000	0.116000	0.958298	0.927244	0.952392	0.998077
K07781	625.675862	15.999515	0.025572	144.000000	145.000000	1.006944	0.083333	145.000000	4.379000	4.310000	4.303000	4.303000	4.303000	4.089000	0.671000	0.820000	0.006890	0.055100	0.572000	0.744000	0.820000	0.903000	0.965000	0.993000	1.000000	0.474000	0.371000	0.393000	0.384000	0.020200	0.004800	1.000000	1.000000	1.000000	1.000000
K07782	719.421525	52.627390	0.073152	372.000000	446.000000	1.198925	0.501425	446.000000	2.154000	1.854000	1.708000	1.482000	1.062000	0.636000	0.198000	0.040300	0.002240	0.004480	0.008960	0.013400	0.040300	0.105000	0.329000	0.430000	0.569000	0.725000	0.265000	0.525000	0.518000	0.096600	0.069200	0.986182	0.866767	0.733369	0.983555
K07783	1334.641463	47.453446	0.035555	314.000000	410.000000	1.305732	0.538159	410.000000	3.580000	3.451000	3.324000	3.214000	2.834000	2.265000	0.452000	0.470000	0.002430	0.004870	0.190000	0.392000	0.470000	0.551000	0.656000	0.829000	0.931000	0.701000	0.359000	0.511000	0.510000	0.073400	0.073100	0.976947	0.982188	0.982235	0.999143
K07784	1379.850622	79.391767	0.057536	241.000000	241.000000	1.000000	0.000000	241.000000	5.917000	5.887000	5.858000	5.804000	5.643000	5.244000	0.684000	0.676000	0.365000	0.518000	0.572000	0.618000	0.676000	0.767000	0.879000	0.983000	0.995000	0.636000	0.319000	0.482000	0.528000	0.087000	0.047400	0.977136	1.000000	0.972517	1.000000
K07787	3177.137056	235.678069	0.074179	509.000000	591.000000	1.161100	0.413335	591.000000	5.832000	5.445000	5.333000	5.231000	4.605000	3.659000	0.294000	0.037200	0.001690	0.001690	0.003380	0.010100	0.037200	0.372000	0.500000	0.648000	0.895000	0.725000	0.273000	0.551000	0.556000	0.092600	0.074400	0.916418	0.942214	0.964164	0.999831
K07788	3137.601399	88.529984	0.028216	404.000000	429.000000	1.061881	0.251314	429.000000	7.678000	7.372000	7.310000	7.261000	6.972000	6.128000	0.474000	0.531000	0.002330	0.004660	0.020900	0.400000	0.531000	0.650000	0.783000	0.913000	0.993000	0.720000	0.346000	0.611000	0.614000	0.060600	0.047700	0.924017	0.925018	0.934007	0.999173
K07789	3134.937063	109.142209	0.034815	397.000000	429.000000	1.080605	0.281683	429.000000	7.918000	7.620000	7.247000	7.195000	6.890000	5.995000	0.469000	0.526000	0.002330	0.006990	0.039600	0.410000	0.526000	0.629000	0.752000	0.881000	0.981000	0.713000	0.351000	0.610000	0.613000	0.060800	0.047800	0.911917	0.950213	0.942221	0.999263
K07791	1308.740260	48.480352	0.037044	423.000000	462.000000	1.092199	0.335160	462.000000	3.008000	2.928000	2.826000	2.803000	2.456000	1.982000	0.374000	0.378000	0.002160	0.004320	0.006490	0.023800	0.378000	0.484000	0.599000	0.783000	0.952000	0.712000	0.348000	0.502000	0.516000	0.070500	0.051400	0.868865	0.984621	0.870285	0.995581
